,smiles,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
103,[Ba+2],0.0,0.0,0.0,0.7071067811865475,5.1478150704935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.90415004017999,1.0,1.0,1.0,0.0,1.5714285714285712,1,137.328,0.0,2.5714285714285707,0.2077922077922076,0.11688311688311703,47.94461831822662,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,-0.3808,5.754,137.328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399332519655152
104,[Cu+2],0.0,0.0,0.0,0.30151134457776363,1.243163121016122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92850034018,1.0,1.0,1.0,0.0,0.5194805194805194,1,63.546,0.0,1.5194805194805197,0.4444805194805197,4.21948051948052,17.964098032124472,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,-0.0025,0.0,63.546,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3472819583833593
105,[Fe+3],0.0,0.0,0.0,0.35355339059327373,1.457737973711325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.933291760269995,1.0,1.0,1.0,0.0,0.5194805194805194,1,55.845,0.0,1.5194805194805197,0.4444805194805197,4.21948051948052,17.964098032124472,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,-0.0025,0.0,55.845,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3423739914405948
106,[Ca+2],0.0,0.0,0.0,0.7071067811865475,2.91547594742265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.738234506165625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.96149382018,1.0,1.0,1.0,0.0,1.2597402597402598,1,40.078,0.0,2.25974025974026,0.05355469272995049,0.4349979916990225,37.484245755127894,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,-0.3808,5.754,40.078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.738234506165625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,37.738234506165625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.738234506165625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3230218902657628
107,[Mg+2],0.0,0.0,0.0,0.7071067811865475,2.1213203435596424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.052791702239787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98394454018,1.0,1.0,1.0,0.0,0.7662337662337664,1,24.305,0.0,1.7662337662337664,0.07131851199647801,1.986572749284613,23.638373567999984,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,-0.3808,5.754,24.305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.052791702239787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.052791702239787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.052791702239787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3158896948418247
108,CC(C)(C)C1=CC(=C(C=C1)O)O,3.138261335720987,284.38032048123233,9.353371151128522,7.626477998568795,7.626477998568795,5.40970216816285,3.935247467212544,3.935247467212544,3.953493523984173,3.953493523984173,1.8414394491738135,1.8414394491738135,0.9899480980463143,0.9899480980463143,0.0,5.106527394840706,0.0,16.91401413596459,0.0,5.563451491696996,6.06636706846161,6.06636706846161,6.06636706846161,20.771211599071872,5.106527394840706,166.099379688,1.0,1.5833333333333333,2.0,0.4,-1.18,12,152.10799999999998,347.98073447272833,8.912421441774493,2.7002046145732748,1.6985044609960436,72.47963908147543,9.213425925925925,0.504259889274208,9.213425925925925,0.15718306959766176,0.005138888888888804,0.15718306959766176,-0.06666666666666643,-0.504259889274208,2.3953000000000015,48.47160000000004,166.22,2,2,0,0,0,1,0,1,2,2,2,0,0,0,0,0,66,10.213054789681411,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83757866753348,23.111176098016994,0.0,0.0,1,10.213054789681411,0.0,0.0,0.0,0.0,26.186202068468653,0.0,23.762552697081826,0.0,11.49902366656781,0.0,0.0,11.49902366656781,0.0,10.213054789681411,5.41499046939678,0.0,26.334663090768867,18.19910120538483,0.0,0.0,0.0,40.46,0.0,0.0,0.0,18.272860922146634,1.0169907407407408,-0.11997685185185136,4.916967592592592,0.0,6.1631575963718825,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5808370712927262
109,CCO[Si](C)(C)OCC,3.4310512772790966,65.45811190640113,7.328427124746191,6.730710143300822,7.730710143300822,4.121320343559643,3.399812122026584,6.21630870295431,2.2658553180454986,5.642865415757243,0.9838765339821967,2.95162960194659,0.7368680660540504,2.210604198162151,8.56091420486596,0.0,0.0,0.0,0.0,13.213763929025836,0.0,0.0,13.847474399381248,13.094022707362173,8.852010052238501,148.091956282,1.0,1.3333333333333333,1.5555555555555556,1.0,0.13688311688311688,9,132.14999999999998,64.0524865010122,9.13688311688312,4.033354253805,4.628471842263779,58.41869636201995,5.386388888888889,0.3947964706628663,5.386388888888889,0.3311968676236355,0.7631172839506173,0.3311968676236355,-1.7033179012345683,-0.3947964706628663,1.7612,40.73400000000001,148.27799999999996,0,2,0,0,0,0,0,0,2,0,3,0,4,0,0,0,56,8.852010052238501,0.0,0.0,0.0,0.0,8.56091420486596,0.0,0.0,0.0,0.0,0.0,26.94149710674342,13.213763929025836,0.0,0,8.852010052238501,8.56091420486596,0.0,0.0,0.0,26.94149710674342,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.774678133891797,8.852010052238501,0.0,13.847474399381248,0.0,13.094022707362173,0.0,0.0,18.46,10.772777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.624984567901233,-1.7033179012345683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5655690470329009
110,C[Si](C)(C)N[Si](C)(C)C,3.7464179312510324,76.2114326716684,7.707106781186548,7.5,9.5,3.7071067811865475,3.5,10.5,4.625,14.625,0.75,6.75,1.125,10.125,16.47092175452341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92999904628624,0.0,161.105602668,0.6666666666666666,0.8888888888888888,0.8888888888888888,1.0,0.39376623376623376,9,142.24499999999998,27.435741083179973,9.393766233766234,2.5578959332116855,8.393766233766234,61.03569987387136,3.736111111111111,0.3597437928260598,3.736111111111111,0.10924184889031315,0.9809027777777777,0.10924184889031315,-0.9809027777777781,-0.3597437928260598,2.2458,49.82770000000003,161.397,1,1,0,0,0,0,0,0,1,1,3,0,2,0,0,0,56,4.64793092419972,16.47092175452341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28206812208652,0.0,0.0,0.0,0,0.0,16.47092175452341,0.0,4.64793092419972,0.0,39.28206812208652,0.0,0.0,0.0,0.0,4.64793092419972,0.0,0.0,0.0,16.47092175452341,0.0,0.0,0.0,0.0,39.28206812208652,0.0,0.0,12.03,3.736111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.114583333333332,-1.9618055555555558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6126262344720783
111,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,1.6546195138211754,786.2375645587604,21.189869965382485,17.57102594829588,17.57102594829588,13.52634667028197,10.837743156350163,10.837743156350163,10.179483013862633,10.179483013862633,8.916186184097066,8.916186184097066,7.436803388606232,7.436803388606232,35.47943986695848,24.596666341896878,0.0,28.9519535542459,19.26246486877803,31.256391021773307,6.923737199690624,6.076020106833881,6.923737199690624,6.923737199690624,4.736862953800049,404.2198887439999,1.206896551724138,1.9310344827586208,2.6206896551724137,0.782608695652174,-1.53,29,372.2470000000001,2615370.761020968,20.731065966955285,6.7413243284082665,2.8579799146049925,171.24162893228396,12.870042992779961,0.4577419270681255,12.870042992779961,0.3025656724874257,0.04129317313345093,0.3025656724874257,-1.5847037456958089,-0.4577419270681255,2.3524000000000007,104.68960000000006,404.5030000000002,2,6,4,0,4,0,0,0,6,2,6,0,3,3,0,3,160,14.94991774348146,5.601050810983688,12.390126910877857,5.783244946364939,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,19.420578929450514,67.7696584522709,18.759549292013414,6.103966387748303,4,29.33352929569692,17.535795180681728,0.0,0.0,28.58369907727774,77.42198015828593,6.606881964512918,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,46.06074913360804,19.120474506015512,28.58369907727774,65.71696295955394,11.64912463690315,0.0,0.0,0.0,100.9,4.885879329874501,0.0,35.9666445150616,22.75741995601934,-1.358548008537411,-0.46223896017569177,0.0,5.536158844108186,4.924684323649473,0.0,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7005234282178955
112,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,1.784070852571419,731.6654509961368,15.90541291500631,11.180768812902105,12.07519600390202,10.349155209813961,6.315601895858576,7.845898639198795,4.80154006635583,6.04089285754514,3.308466058258474,3.793886619773256,2.28720929473012,2.6283250485358756,32.865413033876564,9.671575679772035,0.0,12.238684400761038,11.16387793838399,0.0,12.654640149529083,4.567099647791355,0.0,19.475682724553444,20.257353636467187,331.0681697979999,1.4545454545454546,2.227272727272727,2.9545454545454546,0.5,-1.6200000000000003,22,317.11300000000006,109899.95314706811,15.282399930999288,5.539021388099536,2.9502984826852066,123.50931600722474,10.706108748187571,0.46917067071499496,10.706108748187571,0.46917067071499496,0.1989613252708491,0.390147499032979,-4.617566238425276,-0.390147499032979,-0.8338000000000001,72.2653,331.225,5,11,0,1,1,0,2,2,9,4,12,0,4,0,1,1,120,25.36388103130789,24.17588835086398,11.465039998602755,0.0,0.0,7.822697123132171,9.090846809503173,19.516983847772956,0.0,0.0,0.0,0.0,6.4208216229260096,19.038168427025763,3,28.71900900078885,24.804437839351188,0.0,19.51903521063298,0.0,24.856655569157486,12.340549441675103,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,7.822697123132171,53.22720055098815,13.825658400443196,0.0,12.64872279366088,12.654640149529083,0.0,11.16387793838399,0.0,165.84,22.215532695235524,0.0,29.37848411868403,9.932536375661375,6.55274553629269,0.22562801427835733,0.0,0.5430986819467603,-0.4249036281179137,-4.617566238425276,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518964726677587
113,C1CCCCC1,2.0,15.509775004326936,4.242640687119286,4.242640687119285,4.242640687119285,3.0,2.9999999999999996,2.9999999999999996,2.121320343559642,2.121320343559642,1.4999999999999996,1.4999999999999996,1.0606601717798207,1.0606601717798207,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,84.093900384,0.3333333333333333,0.5,0.6666666666666666,1.0,0.0,6,72.06599999999999,34.3994618804395,4.166666666666667,2.2222222222222223,1.0,39.55813044628337,1.5,0.0533059727891157,1.5,-0.0533059727891157,1.5,0.0533059727891157,1.5,-0.0533059727891157,2.3406000000000002,27.701999999999984,84.162,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42231618686094674
114,O[Si](O)(O)O,3.0237157840738176,19.11941547876375,4.5,2.2888543819998315,3.2888543819998315,2.0,0.8944271909999159,2.6832815729997477,0.6,1.8,0.0,0.0,0.0,0.0,9.047956109198802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.18267786863963,95.98788513800001,0.8,0.8,0.8,0.0,0.056883116883116876,5,92.082,3.6096404744368114,5.0568831168831165,1.0333603085540413,5304.50608142384,29.42554528322711,7.326388888888889,0.6681024483050911,7.326388888888889,0.6681024483050911,4.611111111111111,0.3676613884529506,-4.611111111111111,-0.3676613884529506,-2.6088,14.629199999999999,96.11399999999999,4,4,0,0,0,0,0,0,4,4,5,0,0,0,0,0,32,19.18267786863963,0.0,0.0,0.0,0.0,9.047956109198802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.18267786863963,9.047956109198802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23063397783843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.92,0.0,0.0,29.305555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-4.611111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2490438668834991
115,[N+](=O)([O-])O[Al](O[N+](=O)[O-])O[N+](=O)[O-],4.095996370610992,184.86060383799767,10.430721420318147,5.5932256698642675,6.74792620824352,5.913591357920934,2.3502744537020464,3.764488016075142,1.275723293861588,2.485529095084891,0.5163977794943224,1.5491933384829677,0.2685535375968546,0.8056606127905641,30.409343190334692,30.342954806296717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.667723788690708,0.0,212.94499221,0.7692307692307693,1.0,1.1538461538461537,0.0,-1.8675324675324676,13,212.994,374.347515137649,11.132467532467533,4.900030948787034,6.527238104115828,73.29761379128782,9.585555555555555,0.9628227379132778,9.585555555555555,0.9628227379132778,1.4822530864197527,0.3711358689086846,-4.004629629629631,-0.3711358689086846,-1.4038,29.992200000000004,212.994,0,12,0,0,0,0,0,0,9,0,13,0,6,0,0,0,72,11.667723788690708,0.0,0.0,0.0,15.259857128797627,15.149486061537061,0.0,0.0,0.0,30.342954806296717,0.0,0.0,0.0,0.0,0,26.92758091748834,15.149486061537061,0.0,0.0,0.0,0.0,0.0,30.342954806296717,0.0,0.0,0.0,0.0,0.0,0.0,30.409343190334692,11.667723788690708,30.342954806296717,0.0,0.0,0.0,0.0,0.0,157.11,10.215833333333332,-4.004629629629631,28.756666666666664,24.309907407407405,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2932417036232068
116,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,0.7937260678157811,2618.471092966218,76.35710225594602,55.664514726541576,55.664514726541576,49.3974945569956,33.39618753118177,33.39618753118177,26.543682227435177,26.543682227435177,19.905267532377156,19.905267532377156,13.703969301157342,13.703969301157342,341.3490782471075,106.92508508088596,0.0,0.0,0.0,7.109797541277533,0.0,0.0,0.0,5.316788604006331,131.1328729856984,1525.635314475999,0.2692307692307692,0.46153846153846156,0.7019230769230769,0.9821428571428571,-2.5300000000000016,104,1422.64,7.875570537827231e+26,85.47128409627463,37.200134738552265,17.69448093348762,590.117585972677,12.812229749306727,0.45287570685966266,12.812229749306727,0.40683905082155064,0.7615152144080004,0.40683905082155064,-2.041621938708438,-0.45287570685966266,-20.532899999999934,326.1238999999999,1526.4640000000022,37,48,0,9,9,0,0,0,47,29,48,0,26,0,9,9,606,238.58020948651878,170.8489332983521,56.610240564016905,0.0,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,114.90646185507748,9,192.18861824928675,6.093240070938415,0.0,5.316788604006331,45.86933981729748,275.7939004955527,66.57173522189379,0.0,0.0,0.0,51.18612842130381,4.794537184071822,0.0,0.0,450.5894236851994,85.2635331684009,0.0,0.0,0.0,0.0,0.0,0.0,808.0000000000003,104.35756530912582,0.0,12.812229749306727,218.73663314100233,50.20449499886751,0.0,-14.5729419934203,-62.5850841034068,-8.243531946804088,0.957301511995434,0,20,20,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03823383842820815
117,CC(C)[O-].CC(C)[O-].CC(C)[O-].[Al+3],-4.49999998e-08,43.35082883367073,10.732050807568879,9.534145948150094,10.688846486529345,5.196152422706632,4.171208396324302,4.171208396324302,3.1462643699419726,3.1462643699419726,0.0,0.0,0.0,0.0,18.31189916324491,15.319582184522117,0.0,17.36106511960754,0.0,0.0,0.0,41.54242319814374,0.0,0.0,0.0,204.130608162,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,0.4124675324675323,13,183.07799999999997,98.7067498701919,23.32480128142204,18.247789113815045,7910.171669100912,92.92666449863562,9.527777777777779,3.0,9.527777777777779,3.0,0.0,0.8523215585323252,-0.41666666666666674,-0.8523215585323252,-1.1154999999999973,51.162000000000035,204.24599999999998,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,78,15.319582184522117,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,0.0,18.31189916324491,41.54242319814374,0.0,0.0,0.0,0,15.319582184522117,17.36106511960754,0.0,0.0,0.0,59.85432236138864,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,0.0,35.67296428285245,0.0,0.0,41.54242319814374,0.0,0.0,0.0,0.0,69.17999999999999,0.0,0.0,0.0,28.583333333333336,0.0,0.0,0.0,-1.2500000000000002,9.666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46947550902757057
