,smiles,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
118,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)[O-])Br)Br)Br)C(=O)[O-].[Na+].[Na+],1.7066658961336924e-06,1370.3932417950361,21.0326512369606,16.017200959493977,26.361187115952795,13.718121810561248,7.962724624978921,11.13471770320833,6.066465052220753,9.361135389684497,4.421729124291436,7.0402848566860765,3.1554170834281403,5.558033269513727,5.969305287951849,19.802129157825057,0.0,105.09047140594366,22.076578689555785,0.0,6.06636706846161,30.33183534230805,0.0,63.719775591797394,4.417150937053347,687.6744102520003,0.9032258064516129,1.5483870967741935,2.193548387096774,0.0,0.32000000000000073,31,685.8109999999999,3125890.8571109087,27.56369547103225,10.715464283435583,4.780716890908055,253.58454125437035,12.408729043314857,1.0,12.408729043314857,1.0,0.0,0.8708482403362352,-1.347366097673637,-0.8708482403362352,-0.9400999999999997,119.1185,691.8589999999999,0,5,1,1,2,2,0,2,5,0,11,0,2,0,0,0,146,19.42474291080658,10.055739657474657,5.760247418874442,5.428790391900541,0.0,59.11457206521587,4.794537184071822,0.0,0.0,0.0,45.94492400507969,65.48601732246826,26.549298205388197,14.914744319616677,4,78.53931497602244,80.65832523585628,0.0,0.0,0.0,0.0,0.0,70.0758595417687,0.0,28.200113727249335,74.75641724679781,0.0,5.749511833283905,63.719775591797394,5.969305287951849,0.0,0.0,10.357988675768818,63.50076859522449,0.0,33.41984625007247,0.0,93.4,6.796047073150249,13.012125797850004,24.18036014791719,24.66832216605778,1.170210800369532,-1.4940411627613999,9.500308510749978,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20014557141297817
119,O=[W](=O)=O,4.6475800154488995,72.67739285527475,3.5773502691896257,1.6329931618554523,4.566401147352159,1.7320508075688772,0.5000000000000001,4.092676385936225,0.2041241452319316,1.6708281379802852,0.0,0.0,0.0,0.0,17.20125375311507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.192671169901026,231.93567506000002,1.0,1.0,1.0,0.0,0.0883116883116884,4,231.837,3.2451124978365313,4.088311688311689,1.4121132021888965,317.1505954253355,28.098908490929016,8.61111111111111,,8.61111111111111,,4.277777777777779,,-4.277777777777779,,-0.3589,2.0595,231.837,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,27.393924923016097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.393924923016097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.393924923016097,0.0,0.0,0.0,0.0,0.0,0.0,51.21,25.833333333333332,-4.277777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5724993140643625
120,CC(C)(C)OC,3.1684898726705697,33.69332843436965,5.207106781186548,4.908248290463863,4.908248290463863,2.5606601717798214,2.1123724356957947,2.1123724356957947,2.3164965809277263,2.3164965809277263,0.6123724356957946,0.6123724356957946,0.0,0.0,0.0,0.0,0.0,5.601050810983688,0.0,0.0,0.0,7.109797541277533,20.771211599071872,0.0,4.736862953800049,88.088815004,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.0,-0.04,6,76.05399999999999,12.16479703638053,5.959999999999999,1.6056599286563615,3.9600000000000004,39.31256471492286,4.9375,0.3791035972502146,4.9375,0.05942520764405296,0.04166666666666674,0.05942520764405296,0.04166666666666674,-0.3791035972502146,1.4313,26.761999999999986,88.14999999999999,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,38,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,7.109797541277533,5.601050810983688,0,4.736862953800049,0.0,0.0,0.0,0.0,26.37226241005556,7.109797541277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.710848352261221,4.736862953800049,0.0,20.771211599071872,0.0,0.0,0.0,0.0,9.23,4.9375,0.0,0.0,0.0,0.04166666666666674,0.0,0.0,0.0,6.0625,1.7083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4349873803799564
121,O=[Ti]=O,3.2659863237109046,23.774437510817343,2.7071067811865475,1.3164965809277263,2.8780493937365565,1.4142135623730951,0.4082482904638631,1.6832508230603467,0.08333333333333336,0.3435921354681385,0.0,0.0,0.0,0.0,19.090898434604195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.649222362704378,79.93777554,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.31428571428571445,3,79.865,2.7548875021634682,3.314285714285715,2.314285714285715,2.3142857142857154,26.406113307128383,8.5,,8.5,,2.0,,-2.0,,-0.2401,1.373,79.865,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,25.740120797308574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.740120797308574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.740120797308574,0.0,0.0,0.0,0.0,0.0,0.0,34.14,17.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3760076837741772
122,CC(=O)C,2.8030394876740514,26.264662506490403,3.5773502691896257,2.908248290463863,2.908248290463863,1.7320508075688772,1.2041241452319316,1.2041241452319316,0.9082482904638631,0.9082482904638631,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,5.783244946364939,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,58.041864812,1.5,1.5,1.5,0.6666666666666666,-0.33,4,52.032,3.2451124978365313,3.67,1.0445318352059925,6.883957759412302,25.63065735666653,9.444444444444445,0.30034390268719197,9.444444444444445,0.12626794356014373,0.16666666666666696,0.12626794356014373,0.16666666666666696,-0.30034390268719197,0.5952999999999999,16.355,58.08,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,4.794537184071822,5.783244946364939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,13.847474399381248,0.0,0.0,0.0,0.0,17.07,0.0,0.0,9.444444444444445,0.0,0.0,0.16666666666666696,0.0,0.0,3.0555555555555554,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3982369618339747
123,CC(C)O,2.3237900077244498,8.0,3.5773502691896257,3.0245638646895836,3.0245638646895836,1.7320508075688772,1.412899428126413,1.412899428126413,1.0937480486839481,1.0937480486839481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103966387748303,0.0,0.0,0.0,13.847474399381248,0.0,0.0,5.106527394840706,60.057514876,1.5,1.5,1.5,1.0,-0.04,4,52.032000000000004,3.2451124978365313,3.9600000000000004,1.297837837837838,1128.9599999999998,26.263369008818774,8.055555555555555,0.3937069016405105,8.055555555555555,0.04834761180869219,0.16666666666666674,0.04834761180869219,-0.16666666666666674,-0.3937069016405105,0.38710000000000006,17.354800000000004,60.096000000000004,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,26,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,6.103966387748303,0.0,0,5.106527394840706,0.0,0.0,0.0,0.0,19.95144078712955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,8.055555555555555,0.0,0.0,0.0,-0.16666666666666674,3.4444444444444446,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42840479403162834
124,CC1=CC=CC=C1,3.0214653097240864,129.96566024533826,5.112884175122364,4.386751345948129,4.386751345948129,3.393846850117352,2.4106836025229597,2.4106836025229597,1.654700538379252,1.654700538379252,0.9404557350153064,0.9404557350153064,0.5343778974176118,0.5343778974176118,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,0.0,18.19910120538483,19.056471336613843,0.0,92.062600256,1.0,1.5714285714285714,1.8571428571428572,0.14285714285714285,-0.78,7,84.07699999999998,47.19725257297226,4.380771704180065,1.7832860398554335,1.0382641324115067,43.79634523389357,2.0833333333333335,0.06224908578199481,2.0833333333333335,-0.039774526323627504,1.3217592592592595,0.039774526323627504,1.3217592592592595,-0.06224908578199481,1.99502,31.17899999999999,92.14099999999999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89528683400505,6.923737199690624,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3217592592592595,0.0,10.261574074074074,0.0,2.0833333333333335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45880627965754545
125,CC1=CC(=CC=C1)C,3.077660437970554,159.89811391899892,5.983127663125442,5.309401076758503,5.309401076758503,3.7876937002347035,2.8213672050459184,2.8213672050459184,2.1581548620732005,2.1581548620732005,1.1735753140545637,1.1735753140545637,0.8070155245349351,0.8070155245349351,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,38.112942673227685,0.0,106.07825032,1.0,1.5,1.75,0.25,-0.78,8,96.08799999999998,64.0524865010122,5.358504155124653,1.9937447122872558,1.0935372033822537,50.16128734829018,2.1666666666666665,0.06174087142677341,2.1666666666666665,-0.03976460504894693,1.3379629629629632,0.03976460504894693,1.3379629629629632,-0.06174087142677341,2.30344,35.916000000000004,106.16799999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.392371257240434,13.847474399381248,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6759259259259265,0.0,8.449074074074073,0.0,4.208333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47575768534032103
126,CCO,1.6329931618554523,2.7548875021634682,2.7071067811865475,2.1543203766865053,2.1543203766865053,1.4142135623730951,1.0233345472033855,1.0233345472033855,0.3162277660168379,0.3162277660168379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,46.041864812,2.0,2.0,2.0,1.0,-0.04,3,40.021,2.7548875021634682,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,7.569444444444445,0.3966637147812598,7.569444444444445,0.04022058174908642,0.25,0.04022058174908642,0.25,-0.3966637147812598,-0.0014000000000000123,12.759800000000002,46.069,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,20,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,1.9305555555555556,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40680796565539457
127,N#N,3.0,4.754887502163469,2.0,0.8944271909999159,0.8944271909999159,1.0,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,28.006148,1.0,1.0,1.0,0.0,-0.58,2,28.014,2.0,1.419999999999999,0.42000000000000004,-4.304137931034484,12.12458843143809,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.03016,3.45,28.014,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,0.0,0,0.0,0.0,10.785702644277219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,0.0,0.0,0.0,0.0,0.0,47.58,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3515827913468266
128,N#N,3.0,4.754887502163469,2.0,0.8944271909999159,0.8944271909999159,1.0,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,28.006148,1.0,1.0,1.0,0.0,-0.58,2,28.014,2.0,1.419999999999999,0.42000000000000004,-4.304137931034484,12.12458843143809,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.03016,3.45,28.014,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,0.0,0,0.0,0.0,10.785702644277219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,0.0,0.0,0.0,0.0,0.0,47.58,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3515827913468266
129,[HH].N#N,0.0,7.509775004326937,2.0,0.8944271909999159,0.8944271909999159,1.0,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.426638064699622,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,30.021798064,1.5,1.5,1.5,0.0,-0.58,2,28.014,2.0,1.419999999999999,0.42000000000000004,-4.304137931034484,13.60938680093362,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.27616,5.564,30.03,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.212340708976841,0.0,0,1.426638064699622,0.0,10.785702644277219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785702644277219,1.426638064699622,0.0,0.0,0.0,0.0,47.58,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3588235736328167
